image_name,target
ISIC_0052060,0.053373232
ISIC_0052349,0.0016346743
ISIC_0058510,0.0037598263
ISIC_0073313,0.003200228
ISIC_0073502,0.088020355
ISIC_0074618,0.009589845
ISIC_0076801,0.0078015807
ISIC_0077586,0.5389999
ISIC_0082004,0.31873393
ISIC_0082785,0.12719765
ISIC_0085332,0.0036165027
ISIC_0087243,0.006762089
ISIC_0088167,0.16529375
ISIC_0089356,0.0023370541
ISIC_0090283,0.094519235
ISIC_0092481,0.004937629
ISIC_0095455,0.00072432373
ISIC_0095790,0.00267086
ISIC_0097719,0.9999988
ISIC_0099348,1.0
ISIC_0101040,0.0067975866
ISIC_0101383,0.00018433038
ISIC_0105104,0.007780769
ISIC_0108196,0.010715305
ISIC_0112420,1.0
ISIC_0114232,0.0031361456
ISIC_0115798,0.0035252941
ISIC_0116844,0.0025108638
ISIC_0126432,0.0028258679
ISIC_0131485,0.003558359
ISIC_0131912,0.0037660222
ISIC_0131978,0.0046460205
ISIC_0139322,0.03281425
ISIC_0142066,0.99807465
ISIC_0143109,0.043150492
ISIC_0148210,0.0034202554
ISIC_0148937,0.00020814153
ISIC_0150213,0.049238913
ISIC_0152553,0.0056327297
ISIC_0153127,0.00600039
ISIC_0154289,0.0036171768
ISIC_0155813,0.99999964
ISIC_0155983,0.7511602
ISIC_0157088,0.0068747867
ISIC_0158761,0.015402742
ISIC_0161963,0.7484369
ISIC_0165178,0.0022975905
ISIC_0165230,0.09770476
ISIC_0165615,0.0036888185
ISIC_0165617,0.03161891
ISIC_0165674,0.0030532836
ISIC_0165928,0.00014006508
ISIC_0166561,0.0045536794
ISIC_0168125,0.029846165
ISIC_0169378,0.0002860089
ISIC_0169575,0.0054567643
ISIC_0169906,0.99908507
ISIC_0171865,0.9999981
ISIC_0172678,0.0029000302
ISIC_0174800,0.0033035884
ISIC_0175014,0.05206022
ISIC_0175798,1.0
ISIC_0176152,0.0052497247
ISIC_0177083,0.0047473465
ISIC_0178235,0.9997143
ISIC_0178258,6.338731e-05
ISIC_0178428,0.9999895
ISIC_0178741,0.99994504
ISIC_0180057,0.005082556
ISIC_0182213,0.999992
ISIC_0183334,0.004261097
ISIC_0183449,1.0
ISIC_0183658,0.0031309177
ISIC_0183771,0.00110292
ISIC_0186715,0.99999964
ISIC_0187786,0.006185713
ISIC_0188485,0.00022984284
ISIC_0191895,0.017526947
ISIC_0192184,0.020176876
ISIC_0192807,0.004230252
ISIC_0193289,0.051724765
ISIC_0194115,0.0027698576
ISIC_0195744,0.0018790344
ISIC_0195995,0.0036728668
ISIC_0196159,0.33427453
ISIC_0196622,0.0017888366
ISIC_0196807,0.4729772
ISIC_0197182,0.031378314
ISIC_0197440,0.0066015944
ISIC_0197860,0.00024030168
ISIC_0198376,0.0037023001
ISIC_0198622,0.0028220827
ISIC_0199195,0.00020867526
ISIC_0199718,0.006336913
ISIC_0199780,0.0041881544
ISIC_0200120,0.49204567
ISIC_0204399,0.0047503845
ISIC_0204875,0.0010481008
ISIC_0205627,0.002336825
ISIC_0206261,0.00088022713
ISIC_0206934,0.001500402
ISIC_0207197,0.00054628454
ISIC_0208233,0.0058973385
ISIC_0209640,0.005109379
ISIC_0210915,0.0139298085
ISIC_0212435,0.0021314237
ISIC_0212468,0.0010689461
ISIC_0213848,0.0061773267
ISIC_0216203,0.00022815858
ISIC_0216447,0.9988152
ISIC_0220438,0.99597186
ISIC_0220466,0.6050766
ISIC_0223354,0.005775001
ISIC_0223463,0.0038286461
ISIC_0223760,0.0025324805
ISIC_0224309,0.0146660535
ISIC_0225471,0.0009339823
ISIC_0225894,0.22356658
ISIC_0226234,0.0040517356
ISIC_0227767,0.0030316592
ISIC_0228452,6.9567664e-05
ISIC_0229266,0.008254658
ISIC_0230247,0.004561504
ISIC_0230499,0.99999976
ISIC_0231539,0.015860917
ISIC_0231788,0.00065436785
ISIC_0232763,0.15792468
ISIC_0235107,0.999688
ISIC_0235501,0.80130535
ISIC_0235505,0.00017640454
ISIC_0235542,0.35084835
ISIC_0238185,0.0015539557
ISIC_0238872,0.004615378
ISIC_0239635,0.9999999
ISIC_0240839,0.0025233678
ISIC_0241566,0.99993455
ISIC_0243686,0.00083930313
ISIC_0243937,0.00030488727
ISIC_0244266,0.449789
ISIC_0244465,0.00085090083
ISIC_0244617,0.0016130382
ISIC_0244885,0.09103632
ISIC_0245273,0.005686225
ISIC_0246008,0.0026374864
ISIC_0246211,0.00017584229
ISIC_0248702,0.0055948123
ISIC_0251455,1.0
ISIC_0251656,0.9603803
ISIC_0252811,0.008304768
ISIC_0254594,0.0016380934
ISIC_0255112,0.009088116
ISIC_0256267,0.0065697334
ISIC_0258149,1.6381127e-05
ISIC_0258489,0.14197196
ISIC_0258717,0.00016438753
