image_name,target
ISIC_0052060,3.4862915e-06
ISIC_0052349,2.9578305e-06
ISIC_0058510,6.6262866e-05
ISIC_0073313,1.1933689e-06
ISIC_0073502,1.03314164e-07
ISIC_0074618,1.1794675e-09
ISIC_0076801,2.059996e-11
ISIC_0077586,0.00019590526
ISIC_0082004,4.6859747e-09
ISIC_0082785,0.00029470638
ISIC_0085332,2.0461941e-07
ISIC_0087243,3.8127916e-07
ISIC_0088167,8.945501e-11
ISIC_0089356,2.2924974e-06
ISIC_0090283,1.9686729e-07
ISIC_0092481,2.431668e-07
ISIC_0095455,1.5830548e-06
ISIC_0095790,1.8827835e-06
ISIC_0097719,0.020782704
ISIC_0099348,0.9989507
ISIC_0101040,2.3467132e-05
ISIC_0101383,1.7212256e-09
ISIC_0105104,0.97836226
ISIC_0108196,9.980314e-07
ISIC_0112420,0.9669009
ISIC_0114232,1.4128553e-09
ISIC_0115798,8.5043405e-07
ISIC_0116844,2.916502e-07
ISIC_0126432,2.0892321e-09
ISIC_0131485,2.5484126e-06
ISIC_0131912,1.1689954e-06
ISIC_0131978,8.808548e-06
ISIC_0139322,9.344693e-10
ISIC_0142066,2.7624499e-06
ISIC_0143109,0.00072192214
ISIC_0148210,6.413525e-13
ISIC_0148937,3.8107846e-08
ISIC_0150213,2.6474976e-09
ISIC_0152553,2.655804e-07
ISIC_0153127,0.00016530674
ISIC_0154289,1.4647375e-06
ISIC_0155813,8.270042e-09
ISIC_0155983,0.99787545
ISIC_0157088,9.78264e-07
ISIC_0158761,6.9509646e-05
ISIC_0161963,0.9888809
ISIC_0165178,4.9601455e-05
ISIC_0165230,1.2474759e-06
ISIC_0165615,8.514336e-05
ISIC_0165617,8.7023966e-07
ISIC_0165674,5.4029016e-07
ISIC_0165928,3.9342837e-07
ISIC_0166561,1.0716787e-05
ISIC_0168125,3.386397e-07
ISIC_0169378,2.21515e-12
ISIC_0169575,1.8951721e-06
ISIC_0169906,0.9975314
ISIC_0171865,3.1793136e-06
ISIC_0172678,2.2882791e-09
ISIC_0174800,2.0958291e-07
ISIC_0175014,6.788768e-08
ISIC_0175798,0.9990677
ISIC_0176152,4.4291703e-08
ISIC_0177083,1.2755441e-05
ISIC_0178235,0.99522996
ISIC_0178258,5.739676e-10
ISIC_0178428,5.5143097e-05
ISIC_0178741,5.611955e-06
ISIC_0180057,5.7366833e-06
ISIC_0182213,0.9989415
ISIC_0183334,6.2853273e-06
ISIC_0183449,0.18806835
ISIC_0183658,0.0002774939
ISIC_0183771,1.3047162e-07
ISIC_0186715,2.5261914e-05
ISIC_0187786,7.5919885e-08
ISIC_0188485,5.834608e-07
ISIC_0191895,0.0009064901
ISIC_0192184,1.8043997e-06
ISIC_0192807,1.2490267e-05
ISIC_0193289,0.0043671415
ISIC_0194115,1.0089036e-05
ISIC_0195744,7.3597334e-10
ISIC_0195995,9.2775714e-08
ISIC_0196159,0.046792205
ISIC_0196622,6.349639e-05
ISIC_0196807,5.4039238e-06
ISIC_0197182,0.0011599576
ISIC_0197440,5.925715e-07
ISIC_0197860,2.5174634e-08
ISIC_0198376,7.138688e-07
ISIC_0198622,7.6875835e-07
ISIC_0199195,1.4956941e-10
ISIC_0199718,5.463873e-08
ISIC_0199780,8.764866e-08
ISIC_0200120,0.9990835
ISIC_0204399,0.0016837495
ISIC_0204875,4.08058e-06
ISIC_0205627,3.6630283e-07
ISIC_0206261,9.7510764e-08
ISIC_0206934,1.6078944e-05
ISIC_0207197,0.00012734746
ISIC_0208233,0.9954269
ISIC_0209640,2.405512e-07
ISIC_0210915,1.2062402e-10
ISIC_0212435,1.08026225e-05
ISIC_0212468,0.00013700289
ISIC_0213848,2.305231e-10
ISIC_0216203,2.672275e-06
ISIC_0216447,0.99765104
ISIC_0220438,0.94945514
ISIC_0220466,1.6643385e-08
ISIC_0223354,3.6349775e-05
ISIC_0223463,5.7929907e-07
ISIC_0223760,3.912651e-05
ISIC_0224309,3.0733235e-10
ISIC_0225471,3.3339932e-14
ISIC_0225894,4.0314267e-09
ISIC_0226234,6.721282e-06
ISIC_0227767,2.785181e-06
ISIC_0228452,2.4045285e-06
ISIC_0229266,4.211137e-15
ISIC_0230247,6.6808343e-07
ISIC_0230499,0.9554639
ISIC_0231539,5.7761764e-07
ISIC_0231788,5.065353e-07
ISIC_0232763,6.155308e-07
ISIC_0235107,0.026866456
ISIC_0235501,2.6851708e-06
ISIC_0235505,0.9020922
ISIC_0235542,1.6162728e-06
ISIC_0238185,1.5064765e-05
ISIC_0238872,0.015737103
ISIC_0239635,0.9956579
ISIC_0240839,2.4820044e-09
ISIC_0241566,8.927293e-12
ISIC_0243686,2.296909e-06
ISIC_0243937,1.3029916e-07
ISIC_0244266,4.7469237e-07
ISIC_0244465,8.1473746e-07
ISIC_0244617,1.8777517e-05
ISIC_0244885,2.1322688e-12
ISIC_0245273,6.4849423e-06
ISIC_0246008,1.0771026e-06
ISIC_0246211,6.9999366e-09
ISIC_0248702,1.3634338e-09
ISIC_0251455,1.1931677e-05
ISIC_0251656,2.4552247e-11
ISIC_0252811,1.4826344e-05
ISIC_0254594,2.359481e-06
ISIC_0255112,5.498866e-08
ISIC_0256267,8.391238e-07
ISIC_0258149,1.7336819e-05
ISIC_0258489,9.835559e-09
ISIC_0258717,8.1383666e-07
ISIC_0259209,5.7207575e-07
ISIC_0259237,0.00011164052
ISIC_0261866,7.293296e-05
ISIC_0261904,5.882868e-09
ISIC_0261907,1.8692399e-08
ISIC_0262392,4.177335e-06
ISIC_0262492,2.843368e-10
ISIC_0263920,6.7954143e-06
ISIC_0265011,0.00016551084
ISIC_0267082,2.395066e-12
ISIC_0268025,4.2735542e-07
ISIC_0268451,0.0011173451
ISIC_0269476,1.5249578e-06
ISIC_0270022,3.2284413e-06
ISIC_0270367,3.6847222e-08
ISIC_0271223,7.19742e-11
ISIC_0272190,2.282821e-09
ISIC_0273533,2.2849072e-07
ISIC_0274458,3.3001977e-09
ISIC_0274698,0.00016781237
ISIC_0274789,0.9982797
ISIC_0276718,4.0659074e-06
ISIC_0280382,3.5679446e-07
ISIC_0280752,5.987377e-08
ISIC_0280782,0.83595645
ISIC_0280827,0.00011972546
ISIC_0281227,4.7161274e-07
ISIC_0282269,6.0218446e-07
ISIC_0282486,3.1135403e-09
ISIC_0282737,2.1306628e-12
ISIC_0284147,2.100775e-06
ISIC_0284441,2.751207e-05
ISIC_0284485,3.064876e-10
ISIC_0285491,6.660713e-08
ISIC_0285697,2.454753e-10
ISIC_0286688,1.5625325e-08
ISIC_0287132,1.5878231e-05
ISIC_0287325,0.999164
ISIC_0288225,9.0334106e-07
ISIC_0290187,4.6934697e-06
ISIC_0291705,1.5910675e-07
ISIC_0292996,9.19934e-07
ISIC_0294150,1.560816e-09
ISIC_0296540,2.2737178e-05
ISIC_0297539,3.1857252e-07
ISIC_0297702,0.00010701015
ISIC_0298417,4.1434323e-06
ISIC_0299870,3.4223483e-06
ISIC_0300002,2.2170377e-10
ISIC_0301547,0.00011054464
ISIC_0301769,2.6986207e-11
ISIC_0304467,3.5632716e-08
ISIC_0304666,4.9131613e-06
ISIC_0304667,0.0004983558
ISIC_0306094,2.8347451e-06
ISIC_0307004,0.9988612
ISIC_0307411,9.0424855e-06
ISIC_0309192,0.00011868121
ISIC_0309503,1.3832351e-06
ISIC_0310320,2.309111e-07
ISIC_0311235,0.9991346
ISIC_0311814,5.656463e-09
ISIC_0312717,9.485181e-08
ISIC_0313675,1.7126759e-08
ISIC_0317285,5.091587e-16
ISIC_0318934,3.2065602e-06
ISIC_0319131,8.391619e-06
ISIC_0319990,0.979513
ISIC_0320662,3.8289778e-07
ISIC_0321218,9.602443e-07
ISIC_0321906,0.9904546
ISIC_0321948,1.1328303e-06
ISIC_0322514,0.0059482884
ISIC_0327756,2.4180858e-08
ISIC_0328346,6.0929024e-06
ISIC_0328687,1.5270715e-10
ISIC_0328823,1.8991192e-05
ISIC_0329169,2.5661646e-07
ISIC_0329910,7.695008e-06
ISIC_0330060,1.221345e-06
ISIC_0330886,2.5072475e-07
ISIC_0332421,2.72972e-07
ISIC_0332456,0.9987979
ISIC_0334179,8.8347025e-07
ISIC_0335244,0.0002519529
