image_name,target
ISIC_0052060,0.00026877405
ISIC_0052349,0.00022716916
ISIC_0058510,0.00012370737
ISIC_0073313,0.0001692117
ISIC_0073502,0.8714298
ISIC_0074618,0.0059652124
ISIC_0076801,3.9778926e-05
ISIC_0077586,0.9109641
ISIC_0082004,0.001631803
ISIC_0082785,0.013296621
ISIC_0085332,0.00012049088
ISIC_0087243,0.0010959295
ISIC_0088167,0.0023591174
ISIC_0089356,0.00017307136
ISIC_0090283,0.0074978704
ISIC_0092481,0.00013243743
ISIC_0095455,0.00015227313
ISIC_0095790,0.0035490151
ISIC_0097719,0.86156
ISIC_0099348,0.9121652
ISIC_0101040,0.068665795
ISIC_0101383,0.00024970516
ISIC_0105104,0.07945517
ISIC_0108196,0.00019359711
ISIC_0112420,0.0002711306
ISIC_0114232,0.00056878815
ISIC_0115798,0.0010891114
ISIC_0116844,0.0006728134
ISIC_0126432,0.0020534408
ISIC_0131485,0.0023499618
ISIC_0131912,0.0003305943
ISIC_0131978,0.0024380346
ISIC_0139322,0.010128007
ISIC_0142066,0.010784767
ISIC_0143109,0.10242551
ISIC_0148210,0.0058621503
ISIC_0148937,0.00048276622
ISIC_0150213,0.85685545
ISIC_0152553,0.00055226864
ISIC_0153127,3.9950606e-05
ISIC_0154289,0.00064296485
ISIC_0155813,0.06807388
ISIC_0155983,0.9267558
ISIC_0157088,0.00030194398
ISIC_0158761,0.0010668774
ISIC_0161963,0.8151733
ISIC_0165178,0.00039473572
ISIC_0165230,0.02570708
ISIC_0165615,0.00041565875
ISIC_0165617,0.0007347395
ISIC_0165674,0.000300307
ISIC_0165928,0.00049302005
ISIC_0166561,7.633794e-06
ISIC_0168125,0.00042650008
ISIC_0169378,0.9099675
ISIC_0169575,0.00018693382
ISIC_0169906,0.92072386
ISIC_0171865,0.27968958
ISIC_0172678,0.0006413183
ISIC_0174800,0.00012854542
ISIC_0175014,0.00050054194
ISIC_0175798,0.9312043
ISIC_0176152,0.044282515
ISIC_0177083,0.00055420306
ISIC_0178235,0.05460611
ISIC_0178258,0.0005209524
ISIC_0178428,0.001833708
ISIC_0178741,0.2965156
ISIC_0180057,0.00023779666
ISIC_0182213,0.9374763
ISIC_0183334,0.002120851
ISIC_0183449,0.92802346
ISIC_0183658,6.5892666e-05
ISIC_0183771,0.00037479113
ISIC_0186715,0.8835214
ISIC_0187786,0.0001330913
ISIC_0188485,0.0043140324
ISIC_0191895,0.17738366
ISIC_0192184,0.00022854243
ISIC_0192807,0.0035197856
ISIC_0193289,0.90988594
ISIC_0194115,6.063885e-05
ISIC_0195744,0.9080398
ISIC_0195995,0.00024211692
ISIC_0196159,0.8932251
ISIC_0196622,0.00011588906
ISIC_0196807,0.1588451
ISIC_0197182,0.047740307
ISIC_0197440,0.008355111
ISIC_0197860,0.009850987
ISIC_0198376,0.00038178987
ISIC_0198622,0.00015067571
ISIC_0199195,0.0011061503
ISIC_0199718,0.0010514611
ISIC_0199780,0.00015183368
ISIC_0200120,0.93007874
ISIC_0204399,0.00017270456
ISIC_0204875,0.0001859761
ISIC_0205627,2.9192173e-05
ISIC_0206261,0.0018061057
ISIC_0206934,0.00044445047
ISIC_0207197,0.00057377
ISIC_0208233,0.80816203
ISIC_0209640,0.00022451374
ISIC_0210915,0.00019534922
ISIC_0212435,1.7810116e-05
ISIC_0212468,0.0005005801
ISIC_0213848,0.0001376255
ISIC_0216203,0.0023029023
ISIC_0216447,0.94328904
ISIC_0220438,0.9246125
ISIC_0220466,0.75002176
ISIC_0223354,0.0009081495
ISIC_0223463,0.78224796
ISIC_0223760,0.0003977696
ISIC_0224309,0.019520584
ISIC_0225471,0.00058722275
ISIC_0225894,0.7907404
ISIC_0226234,0.00083969027
ISIC_0227767,0.00037283188
ISIC_0228452,0.015358575
ISIC_0229266,0.86235666
ISIC_0230247,0.0008265273
ISIC_0230499,0.0045227073
ISIC_0231539,0.00055093266
ISIC_0231788,0.00037241963
ISIC_0232763,0.7872071
ISIC_0235107,0.12687394
ISIC_0235501,0.012806557
ISIC_0235505,0.8751411
ISIC_0235542,0.0007956359
ISIC_0238185,0.00026457943
ISIC_0238872,0.8149295
ISIC_0239635,0.91123253
ISIC_0240839,4.1878102e-05
ISIC_0241566,0.006130812
ISIC_0243686,0.0006642902
ISIC_0243937,0.00021904298
ISIC_0244266,0.04109042
ISIC_0244465,0.00031998023
ISIC_0244617,5.1537372e-05
ISIC_0244885,0.0004587056
ISIC_0245273,0.0029560174
ISIC_0246008,0.00016056189
ISIC_0246211,0.031838983
ISIC_0248702,0.04592327
ISIC_0251455,0.8268378
ISIC_0251656,0.000574194
ISIC_0252811,0.010564252
ISIC_0254594,0.0013029837
ISIC_0255112,0.00065210735
ISIC_0256267,0.0007052291
ISIC_0258149,0.04899505
ISIC_0258489,0.046459075
ISIC_0258717,0.059633147
ISIC_0259209,0.94338214
ISIC_0259237,0.0014298822
ISIC_0261866,0.89420134
ISIC_0261904,0.004913004
ISIC_0261907,0.00048606077
ISIC_0262392,0.0053167194
ISIC_0262492,0.0002445446
ISIC_0263920,0.00042045256
ISIC_0265011,0.00029583412
ISIC_0267082,0.00048762996
ISIC_0268025,0.00046674168
ISIC_0268451,0.077668525
ISIC_0269476,0.00046423078
ISIC_0270022,0.043402426
ISIC_0270367,0.02842621
ISIC_0271223,4.630713e-05
ISIC_0272190,0.00207715
ISIC_0273533,0.00026080263
ISIC_0274458,0.32788143
ISIC_0274698,0.37563136
ISIC_0274789,0.887563
ISIC_0276718,0.00019683994
ISIC_0280382,0.00020004189
ISIC_0280752,0.021658162
ISIC_0280782,0.79580307
ISIC_0280827,0.009893663
ISIC_0281227,0.0022881038
ISIC_0282269,0.0003046618
ISIC_0282486,0.0016626155
ISIC_0282737,0.04005782
ISIC_0284147,0.0012980984
ISIC_0284441,0.3243763
ISIC_0284485,0.00030071696
ISIC_0285491,0.1992013
ISIC_0285697,0.036911637
ISIC_0286688,8.514116e-05
ISIC_0287132,9.030484e-05
ISIC_0287325,0.9378283
ISIC_0288225,0.00074144336
ISIC_0290187,0.00024057887
ISIC_0291705,0.001260323
ISIC_0292996,0.0016253238
ISIC_0294150,0.002698693
ISIC_0296540,2.6711012e-05
ISIC_0297539,0.00041721016
ISIC_0297702,0.001084961
ISIC_0298417,0.00028718685
ISIC_0299870,0.0015849236
ISIC_0300002,0.0004053757
ISIC_0301547,0.00283554
ISIC_0301769,0.00036938483
ISIC_0304467,4.9395935e-06
ISIC_0304666,0.023571353
ISIC_0304667,0.9346148
ISIC_0306094,0.00016086148
ISIC_0307004,0.89582324
ISIC_0307411,0.85749763
ISIC_0309192,0.018306289
ISIC_0309503,0.0015913357
ISIC_0310320,0.94338673
ISIC_0311235,0.8229136
ISIC_0311814,8.675738e-05
ISIC_0312717,0.004789102
ISIC_0313675,0.00032535548
ISIC_0317285,6.455625e-05
ISIC_0318934,9.870699e-05
ISIC_0319131,0.00074871193
ISIC_0319990,0.04204
ISIC_0320662,0.00076708954
ISIC_0321218,0.010197309
ISIC_0321906,0.13427171
ISIC_0321948,3.6317277e-05
ISIC_0322514,0.0023397272
ISIC_0327756,0.9266485
ISIC_0328346,0.00058339274
ISIC_0328687,3.8138227e-05
ISIC_0328823,0.00066386367
ISIC_0329169,0.19302642
ISIC_0329910,0.014024019
ISIC_0330060,0.0009217888
ISIC_0330886,0.032638993
ISIC_0332421,0.00011202528
ISIC_0332456,0.8266735
ISIC_0334179,0.09014092
ISIC_0335244,0.0037698916
ISIC_0335886,0.02909554
ISIC_0336093,0.9153432
ISIC_0338118,0.012250763
ISIC_0338587,0.00012884264
ISIC_0339455,0.020865697
ISIC_0340198,0.000115118084
ISIC_0340572,0.0668457
ISIC_0341315,0.0016051312
ISIC_0343131,0.00022014638
ISIC_0343283,0.93687445
ISIC_0346766,0.0126766
ISIC_0347157,0.4025685
ISIC_0348342,0.00014142256
ISIC_0350347,0.0032454005
ISIC_0350470,0.0013681437
ISIC_0351156,0.20106398
ISIC_0351912,0.055108182
ISIC_0352620,0.20084764
ISIC_0353021,6.260504e-05
ISIC_0355377,0.00020222756
ISIC_0358260,0.00039840522
ISIC_0358623,0.00043401073
ISIC_0359676,0.00026472655
ISIC_0359720,7.0992384e-05
ISIC_0361122,0.00023634237
